alltag,contentsid,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,PHOTOSHARECOUNT,reservelink,contentscd.value,contentscd.label,contentscd.refId,region1cd.value,region1cd.label,region1cd.refId,region2cd.value,region2cd.label,region2cd.refId,repPhoto.descseo,repPhoto.photoid.photoid,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,category,repPhoto
"Pension,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Convenience Store,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000500947,Sweet Hotel,"9, Sammu-ro 3-gil, Jeju-si, Jeju-do",,"Pension,accommodations,parkinglot","Greeting Customers With Pleasant Service and Clean, Luxurious Accommodations",3220,1,0,1,1,0,0,,33.4901961,126.494939,,064-744-1144,"Located in downtown Jeju 5 minutes away from the airport,it is convenient to reach various places for touring and shopping such as unpopulated roads and Sammu Park.",20160530111636,20240803230941,"[{'seq': 43719, 'contentsid': {'value': 'CONT_000000000500947', 'label': 'Sweet Hotel', 'refId': 'CONT_000000000500947'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000021', 'label': 'MoteIs/Inns', 'refId': 'cate0000000004>cate0000000021'}, 'cate3cd': {'value': 'cate0000000113', 'label': 'Motels', 'refId': 'cate0000000021>cate0000000113'}, 'created': '20240207103414'}, {'seq': 43720, 'contentsid': {'value': 'CONT_000000000500947', 'label': 'Sweet Hotel', 'refId': 'CONT_000000000500947'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'cate0000000004>generalAccomm'}, 'cate3cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'generalAccomm>generalAccomm'}, 'created': '20240207103414'}, {'seq': 43721, 'contentsid': {'value': 'CONT_000000000500947', 'label': 'Sweet Hotel', 'refId': 'CONT_000000000500947'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'pet', 'label': ' ', 'refId': 'cate0000000002>pet'}, 'cate3cd': {'value': 'pet_view', 'label': ' ', 'refId': 'pet>pet_view'}, 'created': '20240207103414'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,11,Jeju-si,region1>11,Sweet Hotel,22352.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8e6950c4-525e-4aa5-9a8f-c10009cea53d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/44a8e39f-5630-4b57-9bc9-0b3dffeb5b23.jpg,stay,
"Restrooms,Free WiFi",CNTS_000000000022110,Sweet Morning,,"35-9, Haengwon-ro, Woljeong-ri, Gujwa-eup, Jeju-si, Jeju-do, Republic of Korea","accommodations,publicwi-fizone,ondolroom/underfloor-heatedroom",SWEET MORNING is located 1 hour from Jeju Airport and 5 minutes from the beach.,1893,0,0,2,1,0,0,,33.55214,126.79905,63358,010-4119-5248,"SWEET MORNING is located 1 hour from Jeju Airport and 5 minutes from the beach.
On the second floor terrace, you can have a relaxing time by watching the sea, and you will feel quiet and homey.
In addition, you will be impressed once again with its charming interior accessories, pleasant room conditions, fresh ingredients and breakfast.",20170710101043,20240806083824,"[{'seq': 21413, 'contentsid': {'value': 'CNTS_000000000022110', 'label': 'Sweet Morning', 'refId': 'CNTS_000000000022110'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000001263', 'label': 'Guest Houses', 'refId': 'cate0000000004>cate0000001263'}, 'cate3cd': {'value': 'cate0000001264', 'label': 'Guest Houses', 'refId': 'cate0000001263>cate0000001264'}, 'created': '20191213102745'}, {'seq': 21414, 'contentsid': {'value': 'CNTS_000000000022110', 'label': 'Sweet Morning', 'refId': 'CNTS_000000000022110'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20191213102745'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,16,Gujwa,region1>16,Sweet Morning,12898.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/838793e2-605a-4efb-9a26-1170691d33e2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/72f0056f-0c57-4936-8137-7e2fc9ccb996.jpg,stay,
"pension,accommodations,lodging,ondolroom/underfloor-heatedroom,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000500826,Sweet Salt Pension,"1545-1, Sagye-ri, Andeok-myeon, Seogwipo-si, Jeju-do, Korea","100, Sagye-ro, Andeok-myeon, Seogwipo-si, Jeju-do, Korea","pension,accommodations,lodging,ondolroom/underfloor-heatedroom",An Eco-friendly Building Made of Wood With a View of Sanbangsan Mountain and Yongmeori,1896,0,0,2,1,0,0,,33.2393511,126.2999471,,010-2875-8250,"This lodging is on Sagye Coastal Road, which is one of the top 100 most beautiful roads selected by the Ministry of Land, Infrastructure and Transport, and Olle Trail Route 10.",20160530111636,20240806185102,"[{'seq': 42141, 'contentsid': {'value': 'CONT_000000000500826', 'label': 'Sweet Salt Pension', 'refId': 'CONT_000000000500826'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20231228112701'}, {'seq': 42142, 'contentsid': {'value': 'CONT_000000000500826', 'label': 'Sweet Salt Pension', 'refId': 'CONT_000000000500826'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'cate0000000004>generalAccomm'}, 'cate3cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'generalAccomm>generalAccomm'}, 'created': '20231228112701'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,23,Andeok,region2>23,Sweet Salt Pension,21296.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/26e27b9b-e92c-453f-8f9e-e6095740d782.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/7fa9ce2b-00d5-439a-a44c-7eb7a25386a7.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019128,Swimpyo Pension,"2319-6, Yongdam 3(sam)-dong, Jeju-si, Jeju-do, Korea","504, Seohaean-ro, Jeju-si, Jeju-do, Korea","pension,accommodations",Just 5 Minutes from Jeju Airport Along the Yongduam Coastal Road,1400,0,0,1,1,0,0,,33.5194453,126.493001,,064-711-0044,"Damages incurred to any facility during your stay must be fully compensated.
We can’t be held responsible for any damage that has occurred due to customer negligence.
Be considerate of other customers, refrain from making loud noises and heavy drinking.  Those failing to comply may be asked to vacate the premises.
Cooking is allowed only in Room 202.",20161019145936,20240802153145,"[{'seq': 17704, 'contentsid': {'value': 'CNTS_000000000019128', 'label': 'Swimpyo Pension', 'refId': 'CNTS_000000000019128'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20190718162509'}, {'seq': 17705, 'contentsid': {'value': 'CNTS_000000000019128', 'label': 'Swimpyo Pension', 'refId': 'CNTS_000000000019128'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20190718162509'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,11,Jeju-si,region1>11,Swimpyo Pension,4455.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9593bcf1-1749-443d-9b90-bd8e963309ef.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fdfde412-e918-4e1c-a643-1565c65836c6.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Elevator,Disabled Washrooms,Elevator,Parking for Disabled Persons,Difficult",CONT_000000000500763,Tameus Golf & Village,"201, Hwajeon-gil, Aewol-eup, Jeju-si, Jeju-do",,"Golf,accommodations,parkinglot",A Deluxe Hotel with a Golf Course Designed by a Japanese Designer,4406,0,0,0,2,0,0,,33.3689588,126.3505941,,064-793-0707,"One-stop service is offered (you must reserve at least 2 weeks ahead to reserve a seat). Airplane: Asiana Airlines (making reservations using mileage redemption is not allowed; holidays and peak seasons: 2-month-prior reservation desired) / parcel service: needs to be shipped 4 days prior, after rounding, takes 4 days",20160530111636,20240809140556,"[{'seq': 43039, 'contentsid': {'value': 'CONT_000000000500763', 'label': 'Tameus Golf & Village', 'refId': 'CONT_000000000500763'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000019', 'label': 'Resorts', 'refId': 'cate0000000004>cate0000000019'}, 'cate3cd': {'value': 'cate0000000105', 'label': 'Resorts', 'refId': 'cate0000000019>cate0000000105'}, 'created': '20240123094739'}, {'seq': 43040, 'contentsid': {'value': 'CONT_000000000500763', 'label': 'Tameus Golf & Village', 'refId': 'CONT_000000000500763'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'condoResort', 'label': 'Condo/Resort', 'refId': 'cate0000000004>condoResort'}, 'cate3cd': {'value': 'condoResort', 'label': 'Condo/Resort', 'refId': 'condoResort>condoResort'}, 'created': '20240123094739'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,12,Aewol,region1>12,타미우스골프앤빌리지,2019022568366.0,https://api.cdn.visitjeju.net/photomng/imgpath/201912/20/cb08f0df-e96c-42bd-942f-1f658ddd8d33.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201912/20/f9ad3fd2-de71-4547-bf25-638a709f02c9.jpg,stay,
"Public Parking,Cash Payment,Restrooms",CNTS_000000000019731,Tamna Nuri,"2411-1, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju-do, Korea","68, Geumbaekjo-ro, Seongsan-eup, Seogwipo-si, Jeju-do, Korea","accommodations,lodging,parkinglot,healing,walkaroundtown,villagetour",Located in Susan Eco Village,1609,0,0,0,0,0,0,,33.4398313,126.8658054,,064-784-2411,"This is a valuable place for people who love Jeju, know Jeju, and have been living in the same town for 50 years.",20161027093056,20240802160450,"[{'seq': 17648, 'contentsid': {'value': 'CNTS_000000000019731', 'label': 'Tamna Nuri', 'refId': 'CNTS_000000000019731'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20190718140727'}, {'seq': 17649, 'contentsid': {'value': 'CNTS_000000000019731', 'label': 'Tamna Nuri', 'refId': 'CNTS_000000000019731'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20190718140727'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,17,Seongsan,region2>17,Tamna Nuri,6251.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2e5a9302-54f2-4398-b26d-5afd530aad8a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f7843a8c-ddd6-4a6a-9bd9-9a76238f95a1.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019385,The Areumdaun Pension,"670-1, Hoesu-dong, Seogwipo-si, Jeju-do, Korea","632, Iljuseo-ro, Seogwipo-si, Jeju-do, Korea","pension,accommodations,parkinglot","Beomseon Is Visible from Our Pension, As Well as Gardens and the Ocean, While To the North Is Hallasan Mountain",2210,0,0,1,0,0,0,,33.2538393,126.4420593,,064-738-8788,"At the Areumdaun (means beautiful) Pension House, a comfortable condominium style pension house, you can see and enjoy the Bum sum Island and Seogwipo sea and garden. And at the back, you can see the Hanrasan Mountain view. The Areumdaun Pension House has comfortable, big, and clean guest rooms with kitchen to make the most of your visit with us.",20161021171215,20240809002725,"[{'seq': 21257, 'contentsid': {'value': 'CNTS_000000000019385', 'label': 'The Areumdaun Pension', 'refId': 'CNTS_000000000019385'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20191204165302'}, {'seq': 21258, 'contentsid': {'value': 'CNTS_000000000019385', 'label': 'The Areumdaun Pension', 'refId': 'CNTS_000000000019385'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20191204165302'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,The Areumdaun Pension,5164.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3df6aa75-2048-4760-bd19-ddbf99c659b4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fcc24f5c-6422-4b83-8ca1-08a6ffe867f8.jpg,stay,
"accommodations,pension,barbecue,ondolroom/underfloor-heatedroom,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019131,The BB's Jeju,"2479-4,  Gangjeong-dong, Seogwipo-si, Jeju-do",,"accommodations,pension,barbecue,ondolroom/underfloor-heatedroom","Our Guest Rooms Have a View of the Sea, Beomseom and Seogeondo",2880,0,0,1,1,0,0,,33.23569,126.49651,63564,064-739-4114,"The cafeteria has been shut down as of April 1, 2016. Also, we do not provide any breakfast. Enjoy the place for relaxing purposes. Also, frying pans are not allowed in the guest rooms.",20161019152935,20240801162741,"[{'seq': 43657, 'contentsid': {'value': 'CNTS_000000000019131', 'label': ""The BB's Jeju"", 'refId': 'CNTS_000000000019131'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20240207101052'}, {'seq': 43658, 'contentsid': {'value': 'CNTS_000000000019131', 'label': ""The BB's Jeju"", 'refId': 'CNTS_000000000019131'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'hsHotel', 'label': 'Hostel/Small Hotel', 'refId': 'cate0000000004>hsHotel'}, 'cate3cd': {'value': 'hsHotel', 'label': 'Hostel/Small Hotel', 'refId': 'hsHotel>hsHotel'}, 'created': '20240207101052'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,The BB's Jeju,4470.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/08f3beda-d947-458b-9156-e388efe561c7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5f7d991-ec78-4d9b-94c7-0e63e95a83e0.jpg,stay,
"accommodations,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Credit Card Payment,Cash Payment,English,Disabled Washrooms,Parking for Disabled Persons,Difficult,4 star,Not available,Paid,Smoking Area Provided,Food and Beverage Area,Seminar Room,Pool,Kolam renang,Banquet Hall,Internet,Business Facilities,Y,Not Operating",CNTS_200000000011501,The Grand Sumorum,"1498 Beophwan-dong, Seogwipo-si","118 Maksukpo-ro, Seogwipo-si","accommodations,プール,swimmingpool,publicwi-fizone,healing","With a new name, the Grand Sumorum now has 132 rooms, but the fantastic Jeju ocean view and beautiful Olle trail No. 7 are the same!",2300,0,0,4,2,0,0,0.0,33.2327311,126.5099541,63573,064-800-7200,"The Grand Sumoreum is a hotel where you can enjoy a fantastic Jeju sea view and the beautiful Olle walking trail No. 7.

A hidden gem of Jeju, the hotel is located at the southernmost tip of Jeju Island, where an exotic tropical landscape unfolds. Transparent and blue ocean waves wash over the black basalt rocks of the coast. 

Beomseom Island, which is designated as a natural reserve, is within sight. Moreover, next to the hotel is Jeju Olle walking trail No. 7, a famous trail for its beauty. 

The hotel also has an infinity pool that feels like you are swimming in the sea itself.
",20210507162903,20240810041143,"[{'seq': 42796, 'contentsid': {'value': 'CNTS_200000000011501', 'label': 'The Grand Sumorum', 'refId': 'CNTS_200000000011501'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000020', 'label': 'Hotels', 'refId': 'cate0000000004>cate0000000020'}, 'cate3cd': {'value': 'cate0000000107', 'label': 'Second Deluxe Hotels', 'refId': 'cate0000000020>cate0000000107'}, 'created': '20240115130603'}]",,0.0,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,더그랜드섬오름,2019022630122.0,https://api.cdn.visitjeju.net/photomng/imgpath/202401/12/77da0c4d-f254-4416-8e38-261462cbc6ab.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202401/12/4391b939-4a9c-46e0-bc20-221ddbae7638.png,stay,
"pension,accommodations,barbecue,parkinglot,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000018975,The House Pension,"1397,  Jongdal-ri, Gujwa-eup, Jeju-si, Jeju-do",,"pension,accommodations,barbecue,parkinglot",Located Near Jongdal-ri Coastal Road,1892,0,0,2,0,0,0,,33.5096018,126.902997,,064-784-6040,"In the vicinity there is the Hado migratory birds habitat, Tokkiseom Island, and Haenyeo Museum.",20161018135632,20240809123444,"[{'seq': 32282, 'contentsid': {'value': 'CNTS_000000000018975', 'label': 'The House Pension', 'refId': 'CNTS_000000000018975'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20221013114548'}, {'seq': 32283, 'contentsid': {'value': 'CNTS_000000000018975', 'label': 'The House Pension', 'refId': 'CNTS_000000000018975'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20221013114548'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,16,Gujwa,region1>16,The House Pension,4077.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f7003f0a-f6d1-4b07-ab5a-c4b4823bcbc3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/cd9286b3-7645-4a22-81e3-231feb906013.jpg,stay,
"accommodations,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Elevator,Step,Disabled Washrooms,Elevator,Parking for Disabled Persons,Special Room for Disabled Persons,Difficult",CNTS_000000000018115,The Red Tourist Hotel,"1176-11,  Ido 2(i)-dong, Jeju-si, Jeju-do",,accommodations,Experience the Beauty of the Sea and Hallasan Mountain at a Glance,2562,0,0,0,1,0,0,,33.5010293,126.5319039,,064-725-7252,"It is 50 meters away from the main gate of Jeju City Hall, and the romantic road of Jeju, Daehak-ro, is 150 meters away.  There are many attractions nearby such as Samsunghyeol Shrine, Jeju Natural Museum, Noodle Culture Street, and Boseong Market.",20160909144946,20240809203549,"[{'seq': 43384, 'contentsid': {'value': 'CNTS_000000000018115', 'label': 'The Red Tourist Hotel', 'refId': 'CNTS_000000000018115'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000020', 'label': 'Hotels', 'refId': 'cate0000000004>cate0000000020'}, 'cate3cd': {'value': 'cate0000000111', 'label': 'Regular Hotels', 'refId': 'cate0000000020>cate0000000111'}, 'created': '20240129154036'}, {'seq': 43385, 'contentsid': {'value': 'CNTS_000000000018115', 'label': 'The Red Tourist Hotel', 'refId': 'CNTS_000000000018115'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'hotel', 'label': 'Hotel', 'refId': 'cate0000000004>hotel'}, 'cate3cd': {'value': 'hotel', 'label': 'Hotel', 'refId': 'hotel>hotel'}, 'created': '20240129154036'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,11,Jeju-si,region1>11,The Red Tourist Hotel,1044.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/03198f3c-d303-43be-be39-34d581bd3dea.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a3394703-c0d6-49b4-b707-88ff11560195.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019500,Today Jeju Pension,"351-2, Haye-dong, Seogwipo-si, Jeju-do, Korea","267-2, Yerae-ro, Seogwipo-si, Jeju-do, Korea","pension,accommodations,publicwi-fizone,barbecue","We Have a Large, Beautiful Garden",1328,0,0,1,0,0,0,,33.2423033,126.3859064,,064-748-0977,"Make memories by having an outdoor barbecue party in a garden full of palm trees, small and large flowers, and grass.",20161024170318,20240809194535,"[{'seq': 21485, 'contentsid': {'value': 'CNTS_000000000019500', 'label': 'Today Jeju Pension', 'refId': 'CNTS_000000000019500'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20191216142447'}, {'seq': 21486, 'contentsid': {'value': 'CNTS_000000000019500', 'label': 'Today Jeju Pension', 'refId': 'CNTS_000000000019500'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20191216142447'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,Today Jeju Pension,5403.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1bbb2c84-c23c-4349-acdc-62d9bfebc4f7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d1295ccc-83b4-4e96-9191-3872588b7880.jpg,stay,
